,supply_volume,demand_volume,demand_volume_energy,supply_volume_energy,price,max_price,min_price,node,product_start,product_end,only_hours,market_id,time,simulation
3,0,0,0,0,0,0,0,,2023-01-14 09:00:00,2023-01-14 09:15:00,,EOM,2023-01-14 09:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 09:15:00,2023-01-14 09:30:00,,EOM,2023-01-14 09:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 09:30:00,2023-01-14 09:45:00,,EOM,2023-01-14 09:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 09:45:00,2023-01-14 10:00:00,,EOM,2023-01-14 09:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 10:00:00,2023-01-14 10:15:00,,EOM,2023-01-14 10:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 10:15:00,2023-01-14 10:30:00,,EOM,2023-01-14 10:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 10:30:00,2023-01-14 10:45:00,,EOM,2023-01-14 10:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 10:45:00,2023-01-14 11:00:00,,EOM,2023-01-14 10:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 11:00:00,2023-01-14 11:15:00,,EOM,2023-01-14 11:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 11:15:00,2023-01-14 11:30:00,,EOM,2023-01-14 11:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 11:30:00,2023-01-14 11:45:00,,EOM,2023-01-14 11:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 11:45:00,2023-01-14 12:00:00,,EOM,2023-01-14 11:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 12:00:00,2023-01-14 12:15:00,,EOM,2023-01-14 12:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 12:15:00,2023-01-14 12:30:00,,EOM,2023-01-14 12:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 12:30:00,2023-01-14 12:45:00,,EOM,2023-01-14 12:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 12:45:00,2023-01-14 13:00:00,,EOM,2023-01-14 12:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 13:00:00,2023-01-14 13:15:00,,EOM,2023-01-14 13:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 09:15:00,2023-01-14 09:30:00,,EOM,2023-01-14 09:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 09:30:00,2023-01-14 09:45:00,,EOM,2023-01-14 09:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 09:45:00,2023-01-14 10:00:00,,EOM,2023-01-14 09:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 10:00:00,2023-01-14 10:15:00,,EOM,2023-01-14 10:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 10:15:00,2023-01-14 10:30:00,,EOM,2023-01-14 10:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 10:30:00,2023-01-14 10:45:00,,EOM,2023-01-14 10:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 10:45:00,2023-01-14 11:00:00,,EOM,2023-01-14 10:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 11:00:00,2023-01-14 11:15:00,,EOM,2023-01-14 11:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 11:15:00,2023-01-14 11:30:00,,EOM,2023-01-14 11:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 11:30:00,2023-01-14 11:45:00,,EOM,2023-01-14 11:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 11:45:00,2023-01-14 12:00:00,,EOM,2023-01-14 11:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 12:00:00,2023-01-14 12:15:00,,EOM,2023-01-14 12:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 12:15:00,2023-01-14 12:30:00,,EOM,2023-01-14 12:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 12:30:00,2023-01-14 12:45:00,,EOM,2023-01-14 12:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 12:45:00,2023-01-14 13:00:00,,EOM,2023-01-14 12:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 13:00:00,2023-01-14 13:15:00,,EOM,2023-01-14 13:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 10:15:00,2023-01-14 10:30:00,,EOM,2023-01-14 10:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 10:30:00,2023-01-14 10:45:00,,EOM,2023-01-14 10:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 10:45:00,2023-01-14 11:00:00,,EOM,2023-01-14 10:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 11:00:00,2023-01-14 11:15:00,,EOM,2023-01-14 11:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 11:15:00,2023-01-14 11:30:00,,EOM,2023-01-14 11:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 11:30:00,2023-01-14 11:45:00,,EOM,2023-01-14 11:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 11:45:00,2023-01-14 12:00:00,,EOM,2023-01-14 11:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 12:00:00,2023-01-14 12:15:00,,EOM,2023-01-14 12:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 12:15:00,2023-01-14 12:30:00,,EOM,2023-01-14 12:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 12:30:00,2023-01-14 12:45:00,,EOM,2023-01-14 12:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 12:45:00,2023-01-14 13:00:00,,EOM,2023-01-14 12:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 13:00:00,2023-01-14 13:15:00,,EOM,2023-01-14 13:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 11:15:00,2023-01-14 11:30:00,,EOM,2023-01-14 11:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 11:30:00,2023-01-14 11:45:00,,EOM,2023-01-14 11:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 11:45:00,2023-01-14 12:00:00,,EOM,2023-01-14 11:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 12:00:00,2023-01-14 12:15:00,,EOM,2023-01-14 12:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 12:15:00,2023-01-14 12:30:00,,EOM,2023-01-14 12:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 12:30:00,2023-01-14 12:45:00,,EOM,2023-01-14 12:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 12:45:00,2023-01-14 13:00:00,,EOM,2023-01-14 12:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 13:00:00,2023-01-14 13:15:00,,EOM,2023-01-14 13:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 12:15:00,2023-01-14 12:30:00,,EOM,2023-01-14 12:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 12:30:00,2023-01-14 12:45:00,,EOM,2023-01-14 12:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 12:45:00,2023-01-14 13:00:00,,EOM,2023-01-14 12:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 13:00:00,2023-01-14 13:15:00,,EOM,2023-01-14 13:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 17:15:00,2023-01-14 17:30:00,,EOM,2023-01-14 17:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 17:30:00,2023-01-14 17:45:00,,EOM,2023-01-14 17:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 17:45:00,2023-01-14 18:00:00,,EOM,2023-01-14 17:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 18:00:00,2023-01-14 18:15:00,,EOM,2023-01-14 18:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 13:15:00,2023-01-14 13:30:00,,EOM,2023-01-14 13:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 13:30:00,2023-01-14 13:45:00,,EOM,2023-01-14 13:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 13:45:00,2023-01-14 14:00:00,,EOM,2023-01-14 13:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 14:00:00,2023-01-14 14:15:00,,EOM,2023-01-14 14:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 17:15:00,2023-01-14 17:30:00,,EOM,2023-01-14 17:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 17:30:00,2023-01-14 17:45:00,,EOM,2023-01-14 17:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 17:45:00,2023-01-14 18:00:00,,EOM,2023-01-14 17:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 18:00:00,2023-01-14 18:15:00,,EOM,2023-01-14 18:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 18:15:00,2023-01-14 18:30:00,,EOM,2023-01-14 18:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 18:30:00,2023-01-14 18:45:00,,EOM,2023-01-14 18:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 18:45:00,2023-01-14 19:00:00,,EOM,2023-01-14 18:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 19:00:00,2023-01-14 19:15:00,,EOM,2023-01-14 19:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 14:15:00,2023-01-14 14:30:00,,EOM,2023-01-14 14:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 14:30:00,2023-01-14 14:45:00,,EOM,2023-01-14 14:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 14:45:00,2023-01-14 15:00:00,,EOM,2023-01-14 14:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 15:00:00,2023-01-14 15:15:00,,EOM,2023-01-14 15:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 17:15:00,2023-01-14 17:30:00,,EOM,2023-01-14 17:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 17:30:00,2023-01-14 17:45:00,,EOM,2023-01-14 17:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 17:45:00,2023-01-14 18:00:00,,EOM,2023-01-14 17:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 18:00:00,2023-01-14 18:15:00,,EOM,2023-01-14 18:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 18:15:00,2023-01-14 18:30:00,,EOM,2023-01-14 18:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 18:30:00,2023-01-14 18:45:00,,EOM,2023-01-14 18:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 18:45:00,2023-01-14 19:00:00,,EOM,2023-01-14 18:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 19:00:00,2023-01-14 19:15:00,,EOM,2023-01-14 19:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 19:15:00,2023-01-14 19:30:00,,EOM,2023-01-14 19:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 19:30:00,2023-01-14 19:45:00,,EOM,2023-01-14 19:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 19:45:00,2023-01-14 20:00:00,,EOM,2023-01-14 19:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 20:00:00,2023-01-14 20:15:00,,EOM,2023-01-14 20:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 15:15:00,2023-01-14 15:30:00,,EOM,2023-01-14 15:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 15:30:00,2023-01-14 15:45:00,,EOM,2023-01-14 15:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 15:45:00,2023-01-14 16:00:00,,EOM,2023-01-14 15:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 16:00:00,2023-01-14 16:15:00,,EOM,2023-01-14 16:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
5,0,0,0,0,0,0,0,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
6,0,0,0,0,0,0,0,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
7,0,0,0,0,0,0,0,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
8,0,0,0,0,0,0,0,,2023-01-14 17:15:00,2023-01-14 17:30:00,,EOM,2023-01-14 17:15:00,world_script_simulation
9,0,0,0,0,0,0,0,,2023-01-14 17:30:00,2023-01-14 17:45:00,,EOM,2023-01-14 17:30:00,world_script_simulation
10,0,0,0,0,0,0,0,,2023-01-14 17:45:00,2023-01-14 18:00:00,,EOM,2023-01-14 17:45:00,world_script_simulation
11,0,0,0,0,0,0,0,,2023-01-14 18:00:00,2023-01-14 18:15:00,,EOM,2023-01-14 18:00:00,world_script_simulation
12,0,0,0,0,0,0,0,,2023-01-14 18:15:00,2023-01-14 18:30:00,,EOM,2023-01-14 18:15:00,world_script_simulation
13,0,0,0,0,0,0,0,,2023-01-14 18:30:00,2023-01-14 18:45:00,,EOM,2023-01-14 18:30:00,world_script_simulation
14,0,0,0,0,0,0,0,,2023-01-14 18:45:00,2023-01-14 19:00:00,,EOM,2023-01-14 18:45:00,world_script_simulation
15,0,0,0,0,0,0,0,,2023-01-14 19:00:00,2023-01-14 19:15:00,,EOM,2023-01-14 19:00:00,world_script_simulation
16,0,0,0,0,0,0,0,,2023-01-14 19:15:00,2023-01-14 19:30:00,,EOM,2023-01-14 19:15:00,world_script_simulation
17,0,0,0,0,0,0,0,,2023-01-14 19:30:00,2023-01-14 19:45:00,,EOM,2023-01-14 19:30:00,world_script_simulation
18,0,0,0,0,0,0,0,,2023-01-14 19:45:00,2023-01-14 20:00:00,,EOM,2023-01-14 19:45:00,world_script_simulation
19,0,0,0,0,0,0,0,,2023-01-14 20:00:00,2023-01-14 20:15:00,,EOM,2023-01-14 20:00:00,world_script_simulation
20,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 20:15:00,2023-01-14 20:30:00,,EOM,2023-01-14 20:15:00,world_script_simulation
21,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 20:30:00,2023-01-14 20:45:00,,EOM,2023-01-14 20:30:00,world_script_simulation
22,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 20:45:00,2023-01-14 21:00:00,,EOM,2023-01-14 20:45:00,world_script_simulation
23,0.015,0.015,0.00375,0.00375,1.5,1.5,1.5,,2023-01-14 21:00:00,2023-01-14 21:15:00,,EOM,2023-01-14 21:00:00,world_script_simulation
0,0,0,0,0,0,0,0,,2023-01-14 16:15:00,2023-01-14 16:30:00,,EOM,2023-01-14 16:15:00,world_script_simulation
1,0,0,0,0,0,0,0,,2023-01-14 16:30:00,2023-01-14 16:45:00,,EOM,2023-01-14 16:30:00,world_script_simulation
2,0,0,0,0,0,0,0,,2023-01-14 16:45:00,2023-01-14 17:00:00,,EOM,2023-01-14 16:45:00,world_script_simulation
3,0,0,0,0,0,0,0,,2023-01-14 17:00:00,2023-01-14 17:15:00,,EOM,2023-01-14 17:00:00,world_script_simulation
4,0,0,0,0,0,0,0,,2023-01-14 17:15:00,2023-01-14 17:30:00,,EOM,2023-01-14 17:15:00,world_script_simulation
